!MiriamID::urn:miriam:kegg.reaction,!dG0_prime (kJ/mol),!sigma[dG0] (kJ/mol),!pH,!I (mM),!T (Kelvin),!Note
R02447,,,8.5,0.1,298.15,uncertainty is too high
R02449,-437.4,32.5,8.5,0.1,298.15,
R02450,-24.0,11.9,8.5,0.1,298.15,
R02451,-56.3,34.6,8.5,0.1,298.15,
R02452,-34.9,33.4,8.5,0.1,298.15,
R02453,-23.3,37.4,8.5,0.1,298.15,
R02454,5.4,5.7,8.5,0.1,298.15,
R02455,4.9,4.9,8.5,0.1,298.15,
R02456,5.9,4.9,8.5,0.1,298.15,
R02457,-101.6,9.7,8.5,0.1,298.15,
R02458,-58.6,14.4,8.5,0.1,298.15,
R02459,,,8.5,0.1,298.15,uncertainty is too high
R02460,,,8.5,0.1,298.15,uncertainty is too high
R02461,2.1,5.8,8.5,0.1,298.15,
R02462,14.5,21.4,8.5,0.1,298.15,
R02463,55.6,21.2,8.5,0.1,298.15,
R02464,0.1,22.3,8.5,0.1,298.15,
R02466,,,8.5,0.1,298.15,uncertainty is too high
R02467,,,8.5,0.1,298.15,uncertainty is too high
R02468,-400.9,26.1,8.5,0.1,298.15,
R02469,-400.9,26.1,8.5,0.1,298.15,
R02470,-387.7,26.4,8.5,0.1,298.15,
R02471,10.6,4.3,8.5,0.1,298.15,
R02472,12.0,5.8,8.5,0.1,298.15,
R02473,-56.8,2.6,8.5,0.1,298.15,
R02474,6.9,2.4,8.5,0.1,298.15,
R02476,,,8.5,0.1,298.15,uncertainty is too high
R02477,,,8.5,0.1,298.15,uncertainty is too high
R02478,,,8.5,0.1,298.15,uncertainty is too high
R02480,,,8.5,0.1,298.15,uncertainty is too high
R02481,-30.3,17.0,8.5,0.1,298.15,
R02482,-32.1,17.0,8.5,0.1,298.15,
R02484,7.8,17.6,8.5,0.1,298.15,
R02485,-20.8,16.0,8.5,0.1,298.15,
R02486,-537.2,19.0,8.5,0.1,298.15,
R02487,44.8,31.5,8.5,0.1,298.15,
R02488,,,8.5,0.1,298.15,uncertainty is too high
R02489,-2.6,17.5,8.5,0.1,298.15,
R02490,4.5,31.3,8.5,0.1,298.15,
R02491,4.5,31.3,8.5,0.1,298.15,
R02492,-282.0,13.1,8.5,0.1,298.15,
R02493,-22.0,5.3,8.5,0.1,298.15,
R02494,11.9,5.3,8.5,0.1,298.15,
R02497,,,8.5,0.1,298.15,uncertainty is too high
R02498,,,8.5,0.1,298.15,uncertainty is too high
R02499,0.6,4.6,8.5,0.1,298.15,
R02501,,,8.5,0.1,298.15,uncertainty is too high
R02502,-21.8,4.3,8.5,0.1,298.15,
R02503,,,8.5,0.1,298.15,uncertainty is too high
R02504,,,8.5,0.1,298.15,uncertainty is too high
R02505,-149.7,45.3,8.5,0.1,298.15,
R02506,-19.0,12.9,8.5,0.1,298.15,
R02508,68.3,12.0,8.5,0.1,298.15,
R02509,-2.4,10.2,8.5,0.1,298.15,
R02511,,,8.5,0.1,298.15,uncertainty is too high
R02512,-181.2,10.4,8.5,0.1,298.15,
R02513,-14.0,18.3,8.5,0.1,298.15,
R02514,-433.7,14.3,8.5,0.1,298.15,
R02515,-433.7,14.3,8.5,0.1,298.15,
R02516,-434.7,14.4,8.5,0.1,298.15,
R02517,-434.7,14.4,8.5,0.1,298.15,
R02518,-455.6,18.6,8.5,0.1,298.15,
R02519,-264.8,12.2,8.5,0.1,298.15,
R02520,-381.9,18.6,8.5,0.1,298.15,
R02521,-548.1,13.8,8.5,0.1,298.15,
R02522,-47.3,5.9,8.5,0.1,298.15,
R02526,-29.6,4.9,8.5,0.1,298.15,
R02527,9.4,4.3,8.5,0.1,298.15,
R02528,-12.8,3.4,8.5,0.1,298.15,
R02529,-93.6,9.6,8.5,0.1,298.15,
R02530,23.3,5.8,8.5,0.1,298.15,
R02531,9.4,4.3,8.5,0.1,298.15,
R02532,-94.9,18.6,8.5,0.1,298.15,
R02533,,,8.5,0.1,298.15,uncertainty is too high
R02534,,,8.5,0.1,298.15,uncertainty is too high
R02535,,,8.5,0.1,298.15,uncertainty is too high
R02536,-52.5,10.6,8.5,0.1,298.15,
R02537,-51.5,10.6,8.5,0.1,298.15,
R02539,-17.4,3.9,8.5,0.1,298.15,
R02540,-11.6,10.9,8.5,0.1,298.15,
R02541,,,8.5,0.1,298.15,uncertainty is too high
R02542,,,8.5,0.1,298.15,uncertainty is too high
R02543,,,8.5,0.1,298.15,uncertainty is too high
R02544,19.0,4.1,8.5,0.1,298.15,
R02545,31.6,5.8,8.5,0.1,298.15,
R02546,-11.0,6.6,8.5,0.1,298.15,
R02547,14.5,8.7,8.5,0.1,298.15,
R02548,-1.2,31.8,8.5,0.1,298.15,
R02549,-64.5,5.4,8.5,0.1,298.15,
R02550,355.7,8.6,8.5,0.1,298.15,
R02551,,,8.5,0.1,298.15,uncertainty is too high
R02552,,,8.5,0.1,298.15,uncertainty is too high
R02553,-2.2,29.3,8.5,0.1,298.15,
R02554,-352.1,19.6,8.5,0.1,298.15,
R02555,5.8,5.3,8.5,0.1,298.15,
R02556,-12.9,6.6,8.5,0.1,298.15,
R02557,10.9,6.7,8.5,0.1,298.15,
R02558,,,8.5,0.1,298.15,uncertainty is too high
R02559,230.0,6.0,8.5,0.1,298.15,
R02560,230.1,8.4,8.5,0.1,298.15,
R02561,-436.4,16.1,8.5,0.1,298.15,
R02562,-437.3,16.1,8.5,0.1,298.15,
R02563,,,8.5,0.1,298.15,uncertainty is too high
R02564,,,8.5,0.1,298.15,uncertainty is too high
R02565,,,8.5,0.1,298.15,uncertainty is too high
R02566,,,8.5,0.1,298.15,uncertainty is too high
R02568,29.1,2.3,8.5,0.1,298.15,
R02569,,,8.5,0.1,298.15,uncertainty is too high
R02570,,,8.5,0.1,298.15,uncertainty is too high
R02571,,,8.5,0.1,298.15,uncertainty is too high
R02572,,,8.5,0.1,298.15,uncertainty is too high
R02573,,,8.5,0.1,298.15,uncertainty is too high
R02574,,,8.5,0.1,298.15,uncertainty is too high
R02575,-14.7,5.8,8.5,0.1,298.15,
R02576,-28.4,34.6,8.5,0.1,298.15,
R02577,17.6,3.4,8.5,0.1,298.15,
R02580,12.0,37.7,8.5,0.1,298.15,
R02581,-1.2,36.7,8.5,0.1,298.15,
R02583,-31.1,38.2,8.5,0.1,298.15,
R02584,,,8.5,0.1,298.15,uncertainty is too high
R02585,,,8.5,0.1,298.15,uncertainty is too high
R02586,,,8.5,0.1,298.15,uncertainty is too high
R02587,-13.6,4.8,8.5,0.1,298.15,
R02588,,,8.5,0.1,298.15,uncertainty is too high
R02589,-433.5,14.3,8.5,0.1,298.15,
R02590,,,8.5,0.1,298.15,uncertainty is too high
R02591,,,8.5,0.1,298.15,uncertainty is too high
R02592,,,8.5,0.1,298.15,uncertainty is too high
R02593,2.8,3.4,8.5,0.1,298.15,
R02594,-74.8,9.3,8.5,0.1,298.15,
R02595,41.8,23.7,8.5,0.1,298.15,
R02596,,,8.5,0.1,298.15,uncertainty is too high
R02597,,,8.5,0.1,298.15,uncertainty is too high
R02598,,,8.5,0.1,298.15,uncertainty is too high
R02599,,,8.5,0.1,298.15,uncertainty is too high
R02600,,,8.5,0.1,298.15,uncertainty is too high
R02601,-0.6,5.4,8.5,0.1,298.15,
R02602,-7.4,9.4,8.5,0.1,298.15,
R02603,60.9,9.9,8.5,0.1,298.15,
R02604,48.6,8.4,8.5,0.1,298.15,
R02605,,,8.5,0.1,298.15,uncertainty is too high
R02606,-58.5,15.6,8.5,0.1,298.15,
R02609,,,8.5,0.1,298.15,uncertainty is too high
R02610,,,8.5,0.1,298.15,uncertainty is too high
R02611,14.5,10.2,8.5,0.1,298.15,
R02612,,,8.5,0.1,298.15,uncertainty is too high
R02613,-95.1,13.4,8.5,0.1,298.15,
R02615,-17.5,11.8,8.5,0.1,298.15,
R02616,,,8.5,0.1,298.15,uncertainty is too high
R02617,,,8.5,0.1,298.15,uncertainty is too high
R02618,,,8.5,0.1,298.15,uncertainty is too high
R02619,,,8.5,0.1,298.15,uncertainty is too high
R02620,,,8.5,0.1,298.15,uncertainty is too high
R02621,,,8.5,0.1,298.15,uncertainty is too high
R02622,,,8.5,0.1,298.15,uncertainty is too high
R02623,,,8.5,0.1,298.15,uncertainty is too high
R02624,,,8.5,0.1,298.15,uncertainty is too high
R02625,,,8.5,0.1,298.15,uncertainty is too high
R02626,,,8.5,0.1,298.15,uncertainty is too high
R02627,,,8.5,0.1,298.15,uncertainty is too high
R02628,,,8.5,0.1,298.15,uncertainty is too high
R02630,,,8.5,0.1,298.15,uncertainty is too high
R02631,,,8.5,0.1,298.15,uncertainty is too high
R02632,,,8.5,0.1,298.15,uncertainty is too high
R02633,,,8.5,0.1,298.15,uncertainty is too high
R02634,1.6,3.8,8.5,0.1,298.15,
R02636,-0.1,7.1,8.5,0.1,298.15,
R02637,12.2,5.9,8.5,0.1,298.15,
R02639,13.2,5.9,8.5,0.1,298.15,
R02640,11.4,5.3,8.5,0.1,298.15,
R02642,,,8.5,0.1,298.15,uncertainty is too high
R02643,,,8.5,0.1,298.15,uncertainty is too high
R02644,,,8.5,0.1,298.15,uncertainty is too high
R02646,-27.9,11.6,8.5,0.1,298.15,
R02648,-40.3,33.5,8.5,0.1,298.15,
R02649,30.3,6.0,8.5,0.1,298.15,
R02650,,,8.5,0.1,298.15,uncertainty is too high
R02651,,,8.5,0.1,298.15,uncertainty is too high
R02652,,,8.5,0.1,298.15,uncertainty is too high
R02654,,,8.5,0.1,298.15,uncertainty is too high
R02655,-52.6,16.6,8.5,0.1,298.15,
R02656,-265.2,12.0,8.5,0.1,298.15,
R02657,177.5,18.6,8.5,0.1,298.15,
R02658,-15.6,6.9,8.5,0.1,298.15,
R02659,,,8.5,0.1,298.15,uncertainty is too high
R02661,,,8.5,0.1,298.15,uncertainty is too high
R02662,,,8.5,0.1,298.15,uncertainty is too high
R02663,,,8.5,0.1,298.15,uncertainty is too high
R02664,-30.3,4.6,8.5,0.1,298.15,
R02665,-244.2,12.9,8.5,0.1,298.15,
R02666,,,8.5,0.1,298.15,uncertainty is too high
R02667,,,8.5,0.1,298.15,uncertainty is too high
R02668,-61.7,17.5,8.5,0.1,298.15,
R02669,-2.5,17.8,8.5,0.1,298.15,
R02670,,,8.5,0.1,298.15,uncertainty is too high
R02671,,,8.5,0.1,298.15,uncertainty is too high
R02672,-5.9,12.2,8.5,0.1,298.15,
R02673,-124.3,14.4,8.5,0.1,298.15,
R02675,88.6,25.5,8.5,0.1,298.15,
R02676,,,8.5,0.1,298.15,uncertainty is too high
R02677,-46.6,7.7,8.5,0.1,298.15,
R02678,-54.0,17.0,8.5,0.1,298.15,
R02679,14.5,17.1,8.5,0.1,298.15,
R02680,15.5,17.1,8.5,0.1,298.15,
R02681,-178.9,18.9,8.5,0.1,298.15,
R02682,,,8.5,0.1,298.15,uncertainty is too high
R02683,12.0,36.9,8.5,0.1,298.15,
R02684,-1.2,36.7,8.5,0.1,298.15,
R02685,,,8.5,0.1,298.15,uncertainty is too high
R02687,,,8.5,0.1,298.15,uncertainty is too high
R02688,,,8.5,0.1,298.15,uncertainty is too high
R02689,,,8.5,0.1,298.15,uncertainty is too high
R02691,,,8.5,0.1,298.15,uncertainty is too high
R02692,,,8.5,0.1,298.15,uncertainty is too high
R02693,,,8.5,0.1,298.15,uncertainty is too high
R02694,,,8.5,0.1,298.15,uncertainty is too high
R02695,-54.2,10.6,8.5,0.1,298.15,
R02697,-53.3,10.6,8.5,0.1,298.15,
R02698,-434.1,14.3,8.5,0.1,298.15,
R02699,-17.2,10.7,8.5,0.1,298.15,
R02700,-7.7,20.6,8.5,0.1,298.15,
R02701,-12.1,21.4,8.5,0.1,298.15,
R02702,-327.5,19.0,8.5,0.1,298.15,
R02703,2.4,2.4,8.5,0.1,298.15,
R02704,,,8.5,0.1,298.15,uncertainty is too high
R02705,-21.1,6.0,8.5,0.1,298.15,
R02706,12.8,6.0,8.5,0.1,298.15,
R02707,31.2,3.4,8.5,0.1,298.15,
R02708,,,8.5,0.1,298.15,uncertainty is too high
R02709,,,8.5,0.1,298.15,uncertainty is too high
R02711,-36.6,8.5,8.5,0.1,298.15,
R02712,-13.4,8.4,8.5,0.1,298.15,
R02713,-306.5,7.1,8.5,0.1,298.15,
R02714,-29.6,4.9,8.5,0.1,298.15,
R02715,,,8.5,0.1,298.15,uncertainty is too high
R02716,,,8.5,0.1,298.15,uncertainty is too high
R02717,,,8.5,0.1,298.15,uncertainty is too high
R02718,,,8.5,0.1,298.15,uncertainty is too high
R02719,-11.4,12.4,8.5,0.1,298.15,
R02720,-55.1,13.7,8.5,0.1,298.15,
R02721,,,8.5,0.1,298.15,uncertainty is too high
R02722,-29.9,6.2,8.5,0.1,298.15,
R02723,,,8.5,0.1,298.15,uncertainty is too high
R02724,,,8.5,0.1,298.15,uncertainty is too high
R02725,,,8.5,0.1,298.15,uncertainty is too high
R02726,,,8.5,0.1,298.15,uncertainty is too high
R02727,4.4,2.4,8.5,0.1,298.15,
R02728,-7.4,1.5,8.5,0.1,298.15,
R02729,4.5,4.1,8.5,0.1,298.15,
R02730,-8.7,10.2,8.5,0.1,298.15,
R02731,-31.3,5.9,8.5,0.1,298.15,
R02732,-2.6,5.9,8.5,0.1,298.15,
R02733,-7.7,10.3,8.5,0.1,298.15,
R02734,8.1,7.3,8.5,0.1,298.15,
R02735,-1.7,5.8,8.5,0.1,298.15,
R02736,-10.8,2.6,8.5,0.1,298.15,
R02737,-23.3,3.7,8.5,0.1,298.15,
R02738,,,8.5,0.1,298.15,uncertainty is too high
R02739,,,8.5,0.1,298.15,uncertainty is too high
R02740,2.4,0.8,8.5,0.1,298.15,
R02741,-30.0,18.8,8.5,0.1,298.15,
R02742,8.7,20.9,8.5,0.1,298.15,
R02743,-14.8,11.2,8.5,0.1,298.15,
R02744,,,8.5,0.1,298.15,uncertainty is too high
R02745,,,8.5,0.1,298.15,uncertainty is too high
R02746,,,8.5,0.1,298.15,uncertainty is too high
R02747,,,8.5,0.1,298.15,uncertainty is too high
R02748,8.6,3.4,8.5,0.1,298.15,
R02749,-29.1,6.7,8.5,0.1,298.15,
R02750,41.3,4.8,8.5,0.1,298.15,
R02751,,,8.5,0.1,298.15,uncertainty is too high
R02752,-42.0,6.5,8.5,0.1,298.15,
R02754,21.8,5.5,8.5,0.1,298.15,
R02755,22.8,4.7,8.5,0.1,298.15,
R02756,,,8.5,0.1,298.15,uncertainty is too high
R02757,,,8.5,0.1,298.15,uncertainty is too high
R02758,,,8.5,0.1,298.15,uncertainty is too high
R02760,,,8.5,0.1,298.15,uncertainty is too high
R02762,-55.3,8.5,8.5,0.1,298.15,
R02763,6.2,11.4,8.5,0.1,298.15,
R02764,-38.2,8.9,8.5,0.1,298.15,
R02765,0.0,5.8,8.5,0.1,298.15,
R02766,,,8.5,0.1,298.15,uncertainty is too high
R02767,,,8.5,0.1,298.15,uncertainty is too high
R02768,,,8.5,0.1,298.15,uncertainty is too high
R02769,,,8.5,0.1,298.15,uncertainty is too high
R02770,,,8.5,0.1,298.15,uncertainty is too high
R02772,18.0,23.8,8.5,0.1,298.15,
R02773,-0.2,5.8,8.5,0.1,298.15,
R02776,-1.3,22.2,8.5,0.1,298.15,
R02777,-1.3,22.2,8.5,0.1,298.15,
R02778,-6.6,4.4,8.5,0.1,298.15,
R02780,,,8.5,0.1,298.15,uncertainty is too high
R02781,11.0,31.3,8.5,0.1,298.15,
R02782,,,8.5,0.1,298.15,uncertainty is too high
R02783,-34.3,30.3,8.5,0.1,298.15,
R02786,-22.9,34.3,8.5,0.1,298.15,
R02788,-23.2,34.5,8.5,0.1,298.15,
R02789,,,8.5,0.1,298.15,uncertainty is too high
R02790,,,8.5,0.1,298.15,uncertainty is too high
R02791,,,8.5,0.1,298.15,uncertainty is too high
R02792,,,8.5,0.1,298.15,uncertainty is too high
R02793,,,8.5,0.1,298.15,uncertainty is too high
R02794,,,8.5,0.1,298.15,uncertainty is too high
R02797,,,8.5,0.1,298.15,uncertainty is too high
R02798,,,8.5,0.1,298.15,uncertainty is too high
R02799,-1.2,36.7,8.5,0.1,298.15,
R02800,13.0,37.7,8.5,0.1,298.15,
R02801,-31.1,38.2,8.5,0.1,298.15,
R02802,,,8.5,0.1,298.15,uncertainty is too high
R02804,,,8.5,0.1,298.15,uncertainty is too high
R02805,-56.6,30.9,8.5,0.1,298.15,
R02806,,,8.5,0.1,298.15,uncertainty is too high
R02807,,,8.5,0.1,298.15,uncertainty is too high
R02808,,,8.5,0.1,298.15,uncertainty is too high
R02809,,,8.5,0.1,298.15,uncertainty is too high
R02810,,,8.5,0.1,298.15,uncertainty is too high
R02811,,,8.5,0.1,298.15,uncertainty is too high
R02813,0.6,22.2,8.5,0.1,298.15,
R02814,,,8.5,0.1,298.15,uncertainty is too high
R02815,,,8.5,0.1,298.15,uncertainty is too high
R02816,,,8.5,0.1,298.15,uncertainty is too high
R02817,,,8.5,0.1,298.15,uncertainty is too high
R02818,173.7,6.9,8.5,0.1,298.15,
R02819,,,8.5,0.1,298.15,uncertainty is too high
R02820,,,8.5,0.1,298.15,uncertainty is too high
R02821,,,8.5,0.1,298.15,uncertainty is too high
R02822,,,8.5,0.1,298.15,uncertainty is too high
R02823,,,8.5,0.1,298.15,uncertainty is too high
R02824,,,8.5,0.1,298.15,uncertainty is too high
R02825,38.0,18.2,8.5,0.1,298.15,
R02826,,,8.5,0.1,298.15,uncertainty is too high
R02827,,,8.5,0.1,298.15,uncertainty is too high
R02828,,,8.5,0.1,298.15,uncertainty is too high
R02829,,,8.5,0.1,298.15,uncertainty is too high
R02830,-433.7,21.2,8.5,0.1,298.15,
R02831,-2.7,17.8,8.5,0.1,298.15,
R02832,,,8.5,0.1,298.15,uncertainty is too high
R02833,196.1,11.8,8.5,0.1,298.15,
R02834,,,8.5,0.1,298.15,uncertainty is too high
R02836,,,8.5,0.1,298.15,uncertainty is too high
R02837,,,8.5,0.1,298.15,uncertainty is too high
R02838,,,8.5,0.1,298.15,uncertainty is too high
R02839,,,8.5,0.1,298.15,uncertainty is too high
R02840,,,8.5,0.1,298.15,uncertainty is too high
R02841,,,8.5,0.1,298.15,uncertainty is too high
R02843,,,8.5,0.1,298.15,uncertainty is too high
R02846,,,8.5,0.1,298.15,uncertainty is too high
R02847,,,8.5,0.1,298.15,uncertainty is too high
R02851,,,8.5,0.1,298.15,uncertainty is too high
R02852,-0.2,5.5,8.5,0.1,298.15,
R02853,-14.8,7.2,8.5,0.1,298.15,
R02854,,,8.5,0.1,298.15,uncertainty is too high
R02855,14.5,3.5,8.5,0.1,298.15,
R02856,15.4,3.6,8.5,0.1,298.15,
R02857,,,8.5,0.1,298.15,uncertainty is too high
R02858,,,8.5,0.1,298.15,uncertainty is too high
R02859,,,8.5,0.1,298.15,uncertainty is too high
R02860,,,8.5,0.1,298.15,uncertainty is too high
R02861,,,8.5,0.1,298.15,uncertainty is too high
R02862,,,8.5,0.1,298.15,uncertainty is too high
R02863,,,8.5,0.1,298.15,uncertainty is too high
R02864,,,8.5,0.1,298.15,uncertainty is too high
R02865,-26.1,4.0,8.5,0.1,298.15,
R02866,-7.8,4.0,8.5,0.1,298.15,
R02867,-29.8,4.9,8.5,0.1,298.15,
R02868,-29.2,4.8,8.5,0.1,298.15,
R02869,,,8.5,0.1,298.15,uncertainty is too high
R02872,-13.1,57.9,8.5,0.1,298.15,
R02873,,,8.5,0.1,298.15,uncertainty is too high
R02874,-410.6,56.0,8.5,0.1,298.15,
R02875,,,8.5,0.1,298.15,uncertainty is too high
R02876,,,8.5,0.1,298.15,uncertainty is too high
R02877,-115.7,19.1,8.5,0.1,298.15,
R02878,16.5,5.8,8.5,0.1,298.15,
R02879,,,8.5,0.1,298.15,uncertainty is too high
R02880,,,8.5,0.1,298.15,uncertainty is too high
R02882,,,8.5,0.1,298.15,uncertainty is too high
R02884,,,8.5,0.1,298.15,uncertainty is too high
R02885,,,8.5,0.1,298.15,uncertainty is too high
R02886,-360.1,4.6,8.5,0.1,298.15,
R02887,-186.5,1.6,8.5,0.1,298.15,
R02888,-170.5,1.9,8.5,0.1,298.15,
R02889,153.5,3.0,8.5,0.1,298.15,
R02890,-152.2,6.7,8.5,0.1,298.15,
R02892,,,8.5,0.1,298.15,uncertainty is too high
R02893,,,8.5,0.1,298.15,uncertainty is too high
R02894,-104.1,25.8,8.5,0.1,298.15,
R02895,20.4,24.6,8.5,0.1,298.15,
R02896,3.7,5.3,8.5,0.1,298.15,
R02897,-64.9,43.0,8.5,0.1,298.15,
R02898,94.6,21.7,8.5,0.1,298.15,
R02899,,,8.5,0.1,298.15,uncertainty is too high
R02901,-50.3,33.4,8.5,0.1,298.15,
R02902,0.5,42.1,8.5,0.1,298.15,
R02903,,,8.5,0.1,298.15,uncertainty is too high
R02904,,,8.5,0.1,298.15,uncertainty is too high
R02905,,,8.5,0.1,298.15,uncertainty is too high
R02906,-43.4,46.3,8.5,0.1,298.15,
R02907,-52.4,42.6,8.5,0.1,298.15,
R02908,-95.2,22.2,8.5,0.1,298.15,
R02909,-326.9,19.2,8.5,0.1,298.15,
R02910,,,8.5,0.1,298.15,uncertainty is too high
R02911,-29.5,21.0,8.5,0.1,298.15,
R02912,-26.2,20.9,8.5,0.1,298.15,
R02914,10.1,2.6,8.5,0.1,298.15,
R02915,73.9,56.9,8.5,0.1,298.15,
R02917,,,8.5,0.1,298.15,uncertainty is too high
R02918,,,8.5,0.1,298.15,uncertainty is too high
R02919,-87.8,20.8,8.5,0.1,298.15,
R02920,,,8.5,0.1,298.15,uncertainty is too high
R02921,-3.6,4.9,8.5,0.1,298.15,
R02922,53.8,14.2,8.5,0.1,298.15,
R02923,-102.0,21.2,8.5,0.1,298.15,
R02924,,,8.5,0.1,298.15,uncertainty is too high
R02925,6.6,7.8,8.5,0.1,298.15,
R02926,1.6,5.8,8.5,0.1,298.15,
R02927,-18.2,4.1,8.5,0.1,298.15,
R02928,2.9,5.8,8.5,0.1,298.15,
R02929,-27.9,8.0,8.5,0.1,298.15,
R02930,-6.0,8.0,8.5,0.1,298.15,
R02931,,,8.5,0.1,298.15,uncertainty is too high
R02932,,,8.5,0.1,298.15,uncertainty is too high
R02933,-29.6,5.5,8.5,0.1,298.15,
R02934,,,8.5,0.1,298.15,uncertainty is too high
R02935,-23.5,10.7,8.5,0.1,298.15,
R02936,-22.5,10.8,8.5,0.1,298.15,
R02937,-6.7,11.1,8.5,0.1,298.15,
R02938,-13.2,6.2,8.5,0.1,298.15,
R02940,,,8.5,0.1,298.15,uncertainty is too high
R02941,-51.3,10.4,8.5,0.1,298.15,
R02942,-77.2,10.2,8.5,0.1,298.15,
R02943,-81.7,18.4,8.5,0.1,298.15,
R02944,,,8.5,0.1,298.15,uncertainty is too high
R02945,,,8.5,0.1,298.15,uncertainty is too high
R02946,7.2,4.1,8.5,0.1,298.15,
R02947,-7.4,8.3,8.5,0.1,298.15,
R02948,-7.4,8.3,8.5,0.1,298.15,
R02949,2.4,2.3,8.5,0.1,298.15,
R02950,-403.8,19.6,8.5,0.1,298.15,
R02951,-68.2,13.7,8.5,0.1,298.15,
R02952,-6.9,13.4,8.5,0.1,298.15,
R02953,,,8.5,0.1,298.15,uncertainty is too high
R02954,,,8.5,0.1,298.15,uncertainty is too high
R02955,-8.7,5.3,8.5,0.1,298.15,
R02956,-3.2,5.5,8.5,0.1,298.15,
R02957,-84.9,6.8,8.5,0.1,298.15,
R02959,,,8.5,0.1,298.15,uncertainty is too high
R02960,,,8.5,0.1,298.15,uncertainty is too high
R02961,,,8.5,0.1,298.15,uncertainty is too high
R02962,-61.9,26.7,8.5,0.1,298.15,
R02963,2.1,31.0,8.5,0.1,298.15,
R02964,-40.6,5.9,8.5,0.1,298.15,
R02965,-83.7,8.2,8.5,0.1,298.15,
R02968,-347.8,28.2,8.5,0.1,298.15,
R02969,12.0,5.8,8.5,0.1,298.15,
R02970,-5.6,5.9,8.5,0.1,298.15,
R02971,-32.6,22.9,8.5,0.1,298.15,
R02972,-11.3,23.4,8.5,0.1,298.15,
R02973,-6.1,22.6,8.5,0.1,298.15,
R02974,,,8.5,0.1,298.15,uncertainty is too high
R02975,5.8,1.9,8.5,0.1,298.15,
R02976,-17.8,21.8,8.5,0.1,298.15,
R02978,7.7,21.5,8.5,0.1,298.15,
R02979,54.7,22.0,8.5,0.1,298.15,
R02980,,,8.5,0.1,298.15,uncertainty is too high
R02982,,,8.5,0.1,298.15,uncertainty is too high
R02983,-41.4,4.6,8.5,0.1,298.15,
R02984,-0.2,3.8,8.5,0.1,298.15,
R02985,,,8.5,0.1,298.15,uncertainty is too high
R02986,,,8.5,0.1,298.15,uncertainty is too high
R02987,,,8.5,0.1,298.15,uncertainty is too high
R02988,54.6,6.9,8.5,0.1,298.15,
R02989,55.6,6.9,8.5,0.1,298.15,
R02990,,,8.5,0.1,298.15,uncertainty is too high
R02991,0.7,10.9,8.5,0.1,298.15,
R02992,-26.1,16.0,8.5,0.1,298.15,
R02993,14.5,14.2,8.5,0.1,298.15,
R02994,,,8.5,0.1,298.15,uncertainty is too high
R02995,,,8.5,0.1,298.15,uncertainty is too high
R02997,-52.9,41.2,8.5,0.1,298.15,
R02998,-22.9,42.3,8.5,0.1,298.15,
R02999,,,8.5,0.1,298.15,uncertainty is too high
R03001,-7.2,15.5,8.5,0.1,298.15,
R03003,,,8.5,0.1,298.15,uncertainty is too high
R03004,-29.8,19.7,8.5,0.1,298.15,
R03005,-20.2,9.0,8.5,0.1,298.15,
R03006,,,8.5,0.1,298.15,uncertainty is too high
R03008,,,8.5,0.1,298.15,uncertainty is too high
R03009,,,8.5,0.1,298.15,uncertainty is too high
R03012,18.0,16.6,8.5,0.1,298.15,
R03013,-24.0,4.2,8.5,0.1,298.15,
R03014,-10.3,5.4,8.5,0.1,298.15,
R03015,,,8.5,0.1,298.15,uncertainty is too high
R03016,,,8.5,0.1,298.15,uncertainty is too high
R03017,,,8.5,0.1,298.15,uncertainty is too high
R03018,-15.9,8.1,8.5,0.1,298.15,
R03019,,,8.5,0.1,298.15,uncertainty is too high
R03020,,,8.5,0.1,298.15,uncertainty is too high
R03021,12.0,21.8,8.5,0.1,298.15,
R03022,12.0,21.8,8.5,0.1,298.15,
R03023,,,8.5,0.1,298.15,uncertainty is too high
R03024,,,8.5,0.1,298.15,uncertainty is too high
R03025,-25.6,8.2,8.5,0.1,298.15,
R03026,3.8,3.4,8.5,0.1,298.15,
R03027,4.2,5.8,8.5,0.1,298.15,
R03028,-10.0,31.8,8.5,0.1,298.15,
R03030,1.0,30.8,8.5,0.1,298.15,
R03031,-7.7,31.4,8.5,0.1,298.15,
R03032,-42.0,4.2,8.5,0.1,298.15,
R03033,-41.9,4.9,8.5,0.1,298.15,
R03034,-27.4,4.7,8.5,0.1,298.15,
R03035,-7.5,26.5,8.5,0.1,298.15,
R03036,-42.5,10.1,8.5,0.1,298.15,
R03037,-43.8,5.5,8.5,0.1,298.15,
R03038,,,8.5,0.1,298.15,uncertainty is too high
R03039,,,8.5,0.1,298.15,uncertainty is too high
R03040,41.5,5.7,8.5,0.1,298.15,
R03043,,,8.5,0.1,298.15,uncertainty is too high
R03044,,,8.5,0.1,298.15,uncertainty is too high
R03045,-0.0,30.8,8.5,0.1,298.15,
R03046,12.0,31.3,8.5,0.1,298.15,
R03048,23.6,43.4,8.5,0.1,298.15,
R03049,-25.1,47.9,8.5,0.1,298.15,
R03050,,,8.5,0.1,298.15,uncertainty is too high
R03051,-13.0,6.5,8.5,0.1,298.15,
R03052,0.0,6.9,8.5,0.1,298.15,
R03053,-7.6,5.3,8.5,0.1,298.15,
R03054,-15.5,12.2,8.5,0.1,298.15,
R03055,-11.9,12.0,8.5,0.1,298.15,
