!MiriamID::urn:miriam:kegg.reaction,!dG0_prime (kJ/mol),!sigma[dG0] (kJ/mol),!pH,!I (mM),!T (Kelvin),!Note
R05538,5.3,38.9,8.5,0.1,298.15,
R05539,636.0,14.7,8.5,0.1,298.15,
R05540,544.5,40.4,8.5,0.1,298.15,
R05541,-425.4,55.2,8.5,0.1,298.15,
R05542,-425.4,55.2,8.5,0.1,298.15,
R05543,-115.5,60.1,8.5,0.1,298.15,
R05544,84.8,40.7,8.5,0.1,298.15,
R05545,-129.4,44.5,8.5,0.1,298.15,
R05546,79.6,40.2,8.5,0.1,298.15,
R05547,33.3,43.8,8.5,0.1,298.15,
R05548,,,8.5,0.1,298.15,uncertainty is too high
R05549,12.2,9.9,8.5,0.1,298.15,
R05551,13.2,7.2,8.5,0.1,298.15,
R05552,-5.1,5.8,8.5,0.1,298.15,
R05553,-66.5,14.3,8.5,0.1,298.15,
R05554,-31.9,10.3,8.5,0.1,298.15,
R05555,-80.4,29.7,8.5,0.1,298.15,
R05558,,,8.5,0.1,298.15,uncertainty is too high
R05559,,,8.5,0.1,298.15,uncertainty is too high
R05560,,,8.5,0.1,298.15,uncertainty is too high
R05561,,,8.5,0.1,298.15,uncertainty is too high
R05562,-74.0,14.9,8.5,0.1,298.15,
R05563,-33.6,19.7,8.5,0.1,298.15,
R05564,,,8.5,0.1,298.15,uncertainty is too high
R05565,,,8.5,0.1,298.15,uncertainty is too high
R05566,-21.9,120.8,8.5,0.1,298.15,
R05567,,,8.5,0.1,298.15,uncertainty is too high
R05568,,,8.5,0.1,298.15,uncertainty is too high
R05569,,,8.5,0.1,298.15,uncertainty is too high
R05570,,,8.5,0.1,298.15,uncertainty is too high
R05571,5.4,5.0,8.5,0.1,298.15,
R05572,,,8.5,0.1,298.15,uncertainty is too high
R05573,,,8.5,0.1,298.15,uncertainty is too high
R05574,,,8.5,0.1,298.15,uncertainty is too high
R05575,12.1,33.6,8.5,0.1,298.15,
R05576,1.0,30.2,8.5,0.1,298.15,
R05577,,,8.5,0.1,298.15,uncertainty is too high
R05578,,,8.5,0.1,298.15,uncertainty is too high
R05579,,,8.5,0.1,298.15,uncertainty is too high
R05580,,,8.5,0.1,298.15,uncertainty is too high
R05581,13.3,5.2,8.5,0.1,298.15,
R05582,-70.6,44.7,8.5,0.1,298.15,
R05583,,,8.5,0.1,298.15,uncertainty is too high
R05584,,,8.5,0.1,298.15,uncertainty is too high
R05585,49.6,32.3,8.5,0.1,298.15,
R05586,-32.0,31.2,8.5,0.1,298.15,
R05587,-26.3,33.5,8.5,0.1,298.15,
R05588,-3.2,11.3,8.5,0.1,298.15,
R05590,-11.2,10.3,8.5,0.1,298.15,
R05591,,,8.5,0.1,298.15,uncertainty is too high
R05592,37.8,35.6,8.5,0.1,298.15,
R05593,48.3,34.7,8.5,0.1,298.15,
R05594,65.1,33.7,8.5,0.1,298.15,
R05595,5.6,4.7,8.5,0.1,298.15,
R05596,,,8.5,0.1,298.15,uncertainty is too high
R05597,-0.0,5.8,8.5,0.1,298.15,
R05598,-40.4,10.3,8.5,0.1,298.15,
R05599,3.3,34.3,8.5,0.1,298.15,
R05600,84.7,41.5,8.5,0.1,298.15,
R05601,-0.6,32.0,8.5,0.1,298.15,
R05602,100.2,10.4,8.5,0.1,298.15,
R05603,,,8.5,0.1,298.15,uncertainty is too high
R05604,3.9,7.2,8.5,0.1,298.15,
R05605,15.5,4.1,8.5,0.1,298.15,
R05606,-37.5,7.3,8.5,0.1,298.15,
R05607,6.9,3.4,8.5,0.1,298.15,
R05608,-42.0,6.5,8.5,0.1,298.15,
R05609,38.1,11.5,8.5,0.1,298.15,
R05610,-15.5,4.3,8.5,0.1,298.15,
R05611,80.4,75.8,8.5,0.1,298.15,
R05612,-80.4,58.3,8.5,0.1,298.15,
R05613,-80.4,48.7,8.5,0.1,298.15,
R05614,,,8.5,0.1,298.15,uncertainty is too high
R05615,-83.6,78.3,8.5,0.1,298.15,
R05616,-83.6,59.3,8.5,0.1,298.15,
R05617,-3193.4,58.3,8.5,0.1,298.15,
R05618,,,8.5,0.1,298.15,uncertainty is too high
R05619,,,8.5,0.1,298.15,uncertainty is too high
R05620,-15.9,31.5,8.5,0.1,298.15,
R05621,-338.4,20.5,8.5,0.1,298.15,
R05622,-339.4,20.5,8.5,0.1,298.15,
R05623,-212.9,8.3,8.5,0.1,298.15,
R05625,,,8.5,0.1,298.15,uncertainty is too high
R05626,-20.3,104.2,8.5,0.1,298.15,
R05627,-35.2,104.8,8.5,0.1,298.15,
R05629,-4.8,135.1,8.5,0.1,298.15,
R05630,-4.8,134.9,8.5,0.1,298.15,
R05631,,,8.5,0.1,298.15,uncertainty is too high
R05632,-437.3,29.3,8.5,0.1,298.15,
R05633,-3.6,5.8,8.5,0.1,298.15,
R05634,-13.4,20.3,8.5,0.1,298.15,
R05635,,,8.5,0.1,298.15,uncertainty is too high
R05636,-20.5,6.7,8.5,0.1,298.15,
R05637,,,8.5,0.1,298.15,uncertainty is too high
R05639,,,8.5,0.1,298.15,uncertainty is too high
R05640,,,8.5,0.1,298.15,uncertainty is too high
R05641,,,8.5,0.1,298.15,uncertainty is too high
R05642,71.6,33.4,8.5,0.1,298.15,
R05643,-55.3,10.9,8.5,0.1,298.15,
R05644,-9.1,8.4,8.5,0.1,298.15,
R05645,2.2,4.5,8.5,0.1,298.15,
R05646,-17.6,6.2,8.5,0.1,298.15,
R05647,-8.8,6.5,8.5,0.1,298.15,
R05648,9.0,25.9,8.5,0.1,298.15,
R05649,-49.6,25.7,8.5,0.1,298.15,
R05650,-378.9,46.2,8.5,0.1,298.15,
R05651,,,8.5,0.1,298.15,uncertainty is too high
R05652,,,8.5,0.1,298.15,uncertainty is too high
R05653,-386.4,61.3,8.5,0.1,298.15,
R05654,-360.4,62.1,8.5,0.1,298.15,
R05655,-434.1,45.0,8.5,0.1,298.15,
R05656,-73.8,63.3,8.5,0.1,298.15,
R05657,,,8.5,0.1,298.15,uncertainty is too high
R05658,12.6,63.7,8.5,0.1,298.15,
R05659,-47.8,30.7,8.5,0.1,298.15,
R05661,-22.7,4.4,8.5,0.1,298.15,
R05662,-21.8,130.8,8.5,0.1,298.15,
R05663,-53.1,11.1,8.5,0.1,298.15,
R05664,-53.1,11.1,8.5,0.1,298.15,
R05665,-391.6,16.4,8.5,0.1,298.15,
R05666,-204.2,9.3,8.5,0.1,298.15,
R05668,-3.1,7.9,8.5,0.1,298.15,
R05669,-195.7,12.3,8.5,0.1,298.15,
R05670,321.5,10.8,8.5,0.1,298.15,
R05671,90.2,15.1,8.5,0.1,298.15,
R05672,-31.7,19.1,8.5,0.1,298.15,
R05673,,,8.5,0.1,298.15,uncertainty is too high
R05674,,,8.5,0.1,298.15,uncertainty is too high
R05675,893.3,34.3,8.5,0.1,298.15,
R05676,,,8.5,0.1,298.15,uncertainty is too high
R05677,-9.8,36.3,8.5,0.1,298.15,
R05678,12.1,12.3,8.5,0.1,298.15,
R05679,10.1,2.9,8.5,0.1,298.15,
R05680,11.1,2.9,8.5,0.1,298.15,
R05681,3.5,6.0,8.5,0.1,298.15,
R05682,-1.2,5.7,8.5,0.1,298.15,
R05683,11.9,5.3,8.5,0.1,298.15,
R05684,12.9,5.4,8.5,0.1,298.15,
R05685,14.5,6.2,8.5,0.1,298.15,
R05686,15.5,6.2,8.5,0.1,298.15,
R05687,10.9,22.0,8.5,0.1,298.15,
R05688,14.6,5.4,8.5,0.1,298.15,
R05689,,,8.5,0.1,298.15,uncertainty is too high
R05690,,,8.5,0.1,298.15,uncertainty is too high
R05691,,,8.5,0.1,298.15,uncertainty is too high
R05692,,,8.5,0.1,298.15,uncertainty is too high
R05693,,,8.5,0.1,298.15,uncertainty is too high
R05694,,,8.5,0.1,298.15,uncertainty is too high
R05695,-295.3,17.5,8.5,0.1,298.15,
R05696,-116.3,10.2,8.5,0.1,298.15,
R05697,-178.9,13.4,8.5,0.1,298.15,
R05698,-120.2,8.8,8.5,0.1,298.15,
R05699,-48.7,17.3,8.5,0.1,298.15,
R05700,-47.7,2.7,8.5,0.1,298.15,
R05701,-46.7,2.8,8.5,0.1,298.15,
R05702,51.7,15.9,8.5,0.1,298.15,
R05703,,,8.5,0.1,298.15,uncertainty is too high
R05704,,,8.5,0.1,298.15,uncertainty is too high
R05705,13.1,5.9,8.5,0.1,298.15,
R05706,14.1,5.9,8.5,0.1,298.15,
R05707,-27.7,33.8,8.5,0.1,298.15,
R05708,,,8.5,0.1,298.15,uncertainty is too high
R05711,,,8.5,0.1,298.15,uncertainty is too high
R05712,,,8.5,0.1,298.15,uncertainty is too high
R05713,,,8.5,0.1,298.15,uncertainty is too high
R05714,10.7,6.0,8.5,0.1,298.15,
R05715,9.5,54.1,8.5,0.1,298.15,
R05716,10.5,54.1,8.5,0.1,298.15,
R05717,41.3,7.6,8.5,0.1,298.15,
R05718,,,8.5,0.1,298.15,uncertainty is too high
R05719,-333.1,18.9,8.5,0.1,298.15,
R05720,-373.4,16.1,8.5,0.1,298.15,
R05721,,,8.5,0.1,298.15,uncertainty is too high
R05722,-449.1,45.0,8.5,0.1,298.15,
R05723,-511.5,54.9,8.5,0.1,298.15,
R05724,-497.1,20.1,8.5,0.1,298.15,
R05725,-498.1,20.1,8.5,0.1,298.15,
R05727,,,8.5,0.1,298.15,uncertainty is too high
R05728,,,8.5,0.1,298.15,uncertainty is too high
R05729,-410.8,9.7,8.5,0.1,298.15,
R05730,-410.8,9.7,8.5,0.1,298.15,
R05731,,,8.5,0.1,298.15,uncertainty is too high
R05732,,,8.5,0.1,298.15,uncertainty is too high
R05733,,,8.5,0.1,298.15,uncertainty is too high
R05734,,,8.5,0.1,298.15,uncertainty is too high
R05735,-57.9,8.2,8.5,0.1,298.15,
R05736,,,8.5,0.1,298.15,uncertainty is too high
R05737,,,8.5,0.1,298.15,uncertainty is too high
R05738,,,8.5,0.1,298.15,uncertainty is too high
R05739,,,8.5,0.1,298.15,uncertainty is too high
R05740,,,8.5,0.1,298.15,uncertainty is too high
R05741,,,8.5,0.1,298.15,uncertainty is too high
R05742,,,8.5,0.1,298.15,uncertainty is too high
R05743,,,8.5,0.1,298.15,uncertainty is too high
R05744,,,8.5,0.1,298.15,uncertainty is too high
R05745,,,8.5,0.1,298.15,uncertainty is too high
R05746,,,8.5,0.1,298.15,uncertainty is too high
R05747,,,8.5,0.1,298.15,uncertainty is too high
R05748,,,8.5,0.1,298.15,uncertainty is too high
R05749,-53.3,35.7,8.5,0.1,298.15,
R05750,-53.3,35.7,8.5,0.1,298.15,
R05751,,,8.5,0.1,298.15,uncertainty is too high
R05752,,,8.5,0.1,298.15,uncertainty is too high
R05753,,,8.5,0.1,298.15,uncertainty is too high
R05754,,,8.5,0.1,298.15,uncertainty is too high
R05755,,,8.5,0.1,298.15,uncertainty is too high
R05756,,,8.5,0.1,298.15,uncertainty is too high
R05757,,,8.5,0.1,298.15,uncertainty is too high
R05758,-26.2,4.3,8.5,0.1,298.15,
R05759,,,8.5,0.1,298.15,uncertainty is too high
R05760,,,8.5,0.1,298.15,uncertainty is too high
R05761,,,8.5,0.1,298.15,uncertainty is too high
R05762,,,8.5,0.1,298.15,uncertainty is too high
R05763,,,8.5,0.1,298.15,uncertainty is too high
R05764,,,8.5,0.1,298.15,uncertainty is too high
R05765,,,8.5,0.1,298.15,uncertainty is too high
R05766,,,8.5,0.1,298.15,uncertainty is too high
R05767,6.3,3.4,8.5,0.1,298.15,
R05768,-21.1,8.1,8.5,0.1,298.15,
R05769,-68.7,16.2,8.5,0.1,298.15,
R05771,,,8.5,0.1,298.15,uncertainty is too high
R05772,-0.6,36.5,8.5,0.1,298.15,
R05773,-4.6,35.4,8.5,0.1,298.15,
R05774,,,8.5,0.1,298.15,uncertainty is too high
R05775,,,8.5,0.1,298.15,uncertainty is too high
R05776,,,8.5,0.1,298.15,uncertainty is too high
R05777,,,8.5,0.1,298.15,uncertainty is too high
R05778,-503.2,12.2,8.5,0.1,298.15,
R05779,-45.1,41.7,8.5,0.1,298.15,
R05780,,,8.5,0.1,298.15,uncertainty is too high
R05781,,,8.5,0.1,298.15,uncertainty is too high
R05782,,,8.5,0.1,298.15,uncertainty is too high
R05783,-13.2,10.4,8.5,0.1,298.15,
R05784,,,8.5,0.1,298.15,uncertainty is too high
R05788,,,8.5,0.1,298.15,uncertainty is too high
R05789,,,8.5,0.1,298.15,uncertainty is too high
R05790,-11.2,6.6,8.5,0.1,298.15,
R05791,-13.6,7.0,8.5,0.1,298.15,
R05792,,,8.5,0.1,298.15,uncertainty is too high
R05793,,,8.5,0.1,298.15,uncertainty is too high
R05794,,,8.5,0.1,298.15,uncertainty is too high
R05795,,,8.5,0.1,298.15,uncertainty is too high
R05796,,,8.5,0.1,298.15,uncertainty is too high
R05797,,,8.5,0.1,298.15,uncertainty is too high
R05798,,,8.5,0.1,298.15,uncertainty is too high
R05799,11.2,41.7,8.5,0.1,298.15,
R05800,-27.4,33.8,8.5,0.1,298.15,
R05801,-32.3,36.1,8.5,0.1,298.15,
R05802,,,8.5,0.1,298.15,uncertainty is too high
R05803,,,8.5,0.1,298.15,uncertainty is too high
R05804,-24.1,0.9,8.5,0.1,298.15,
R05805,-22.2,1.4,8.5,0.1,298.15,
R05806,,,8.5,0.1,298.15,uncertainty is too high
R05807,,,8.5,0.1,298.15,uncertainty is too high
R05808,,,8.5,0.1,298.15,uncertainty is too high
R05809,,,8.5,0.1,298.15,uncertainty is too high
R05810,,,8.5,0.1,298.15,uncertainty is too high
R05811,,,8.5,0.1,298.15,uncertainty is too high
R05812,,,8.5,0.1,298.15,uncertainty is too high
R05813,,,8.5,0.1,298.15,uncertainty is too high
R05814,,,8.5,0.1,298.15,uncertainty is too high
R05815,,,8.5,0.1,298.15,uncertainty is too high
R05816,-183.8,2.3,8.5,0.1,298.15,
R05817,65.4,138.4,8.5,0.1,298.15,
R05818,50.2,138.5,8.5,0.1,298.15,
R05819,48.8,123.6,8.5,0.1,298.15,
R05820,,,8.5,0.1,298.15,uncertainty is too high
R05821,-487.1,8.7,8.5,0.1,298.15,
R05822,-550.9,12.5,8.5,0.1,298.15,
R05823,25.2,7.2,8.5,0.1,298.15,
R05824,,,8.5,0.1,298.15,uncertainty is too high
R05825,,,8.5,0.1,298.15,uncertainty is too high
R05826,,,8.5,0.1,298.15,uncertainty is too high
R05827,,,8.5,0.1,298.15,uncertainty is too high
R05828,,,8.5,0.1,298.15,uncertainty is too high
R05829,,,8.5,0.1,298.15,uncertainty is too high
R05830,,,8.5,0.1,298.15,uncertainty is too high
R05831,11.1,2.7,8.5,0.1,298.15,
R05832,-400.9,65.9,8.5,0.1,298.15,
R05833,-346.6,40.3,8.5,0.1,298.15,
R05834,,,8.5,0.1,298.15,uncertainty is too high
R05835,,,8.5,0.1,298.15,uncertainty is too high
R05836,,,8.5,0.1,298.15,uncertainty is too high
R05837,-2.5,8.3,8.5,0.1,298.15,
R05838,-233.0,10.6,8.5,0.1,298.15,
R05839,0.0,7.2,8.5,0.1,298.15,
R05840,511.2,11.3,8.5,0.1,298.15,
R05841,-31.5,33.2,8.5,0.1,298.15,
R05842,18.4,7.4,8.5,0.1,298.15,
R05843,-347.8,47.7,8.5,0.1,298.15,
R05844,52.2,51.1,8.5,0.1,298.15,
R05845,,,8.5,0.1,298.15,uncertainty is too high
R05846,,,8.5,0.1,298.15,uncertainty is too high
R05847,,,8.5,0.1,298.15,uncertainty is too high
R05848,,,8.5,0.1,298.15,uncertainty is too high
R05849,,,8.5,0.1,298.15,uncertainty is too high
R05850,-0.5,2.6,8.5,0.1,298.15,
R05852,,,8.5,0.1,298.15,uncertainty is too high
R05853,,,8.5,0.1,298.15,uncertainty is too high
R05854,,,8.5,0.1,298.15,uncertainty is too high
R05855,,,8.5,0.1,298.15,uncertainty is too high
R05856,,,8.5,0.1,298.15,uncertainty is too high
R05857,,,8.5,0.1,298.15,uncertainty is too high
R05858,,,8.5,0.1,298.15,uncertainty is too high
R05859,,,8.5,0.1,298.15,uncertainty is too high
R05860,,,8.5,0.1,298.15,uncertainty is too high
R05861,-96.2,8.6,8.5,0.1,298.15,
R05862,-85.7,12.7,8.5,0.1,298.15,
R05863,-92.6,12.2,8.5,0.1,298.15,
R05864,-0.6,5.9,8.5,0.1,298.15,
R05865,-51.3,9.2,8.5,0.1,298.15,
R05866,,,8.5,0.1,298.15,uncertainty is too high
R05867,,,8.5,0.1,298.15,uncertainty is too high
R05868,,,8.5,0.1,298.15,uncertainty is too high
R05869,,,8.5,0.1,298.15,uncertainty is too high
R05870,,,8.5,0.1,298.15,uncertainty is too high
R05871,,,8.5,0.1,298.15,uncertainty is too high
R05872,,,8.5,0.1,298.15,uncertainty is too high
R05873,,,8.5,0.1,298.15,uncertainty is too high
R05874,,,8.5,0.1,298.15,uncertainty is too high
R05875,29.9,5.9,8.5,0.1,298.15,
R05876,,,8.5,0.1,298.15,uncertainty is too high
R05877,,,8.5,0.1,298.15,uncertainty is too high
R05878,,,8.5,0.1,298.15,uncertainty is too high
R05879,,,8.5,0.1,298.15,uncertainty is too high
R05880,,,8.5,0.1,298.15,uncertainty is too high
R05881,,,8.5,0.1,298.15,uncertainty is too high
R05882,,,8.5,0.1,298.15,uncertainty is too high
R05884,-53.9,11.3,8.5,0.1,298.15,
R05885,,,8.5,0.1,298.15,uncertainty is too high
R05886,,,8.5,0.1,298.15,uncertainty is too high
R05887,-82.4,69.4,8.5,0.1,298.15,
R05888,106.6,104.1,8.5,0.1,298.15,
R05889,-82.4,69.4,8.5,0.1,298.15,
R05890,106.6,104.1,8.5,0.1,298.15,
R05891,,,8.5,0.1,298.15,uncertainty is too high
R05892,,,8.5,0.1,298.15,uncertainty is too high
R05893,,,8.5,0.1,298.15,uncertainty is too high
R05894,,,8.5,0.1,298.15,uncertainty is too high
R05895,,,8.5,0.1,298.15,uncertainty is too high
R05896,,,8.5,0.1,298.15,uncertainty is too high
R05897,,,8.5,0.1,298.15,uncertainty is too high
R05898,55.9,70.6,8.5,0.1,298.15,
R05899,-157.1,76.2,8.5,0.1,298.15,
R05900,,,8.5,0.1,298.15,uncertainty is too high
R06046,,,8.5,0.1,298.15,uncertainty is too high
R06047,-19.6,110.6,8.5,0.1,298.15,
R06048,-68.0,19.0,8.5,0.1,298.15,
R06054,,,8.5,0.1,298.15,uncertainty is too high
R06063,-125.5,32.3,8.5,0.1,298.15,
R06064,-125.5,32.3,8.5,0.1,298.15,
R06117,-2.2,24.8,8.5,0.1,298.15,
R06119,-400.9,26.1,8.5,0.1,298.15,
R06120,-186.1,19.5,8.5,0.1,298.15,
R06124,,,8.5,0.1,298.15,uncertainty is too high
R06126,8.1,3.6,8.5,0.1,298.15,
R06131,,,8.5,0.1,298.15,uncertainty is too high
R06132,,,8.5,0.1,298.15,uncertainty is too high
R06133,,,8.5,0.1,298.15,uncertainty is too high
R06134,,,8.5,0.1,298.15,uncertainty is too high
R06137,,,8.5,0.1,298.15,uncertainty is too high
R06146,,,8.5,0.1,298.15,uncertainty is too high
R06154,-79.4,10.6,8.5,0.1,298.15,
R06166,,,8.5,0.1,298.15,uncertainty is too high
R06171,-2.1,4.3,8.5,0.1,298.15,
R06178,-617.5,118.4,8.5,0.1,298.15,
R06180,20.6,6.6,8.5,0.1,298.15,
R06194,,,8.5,0.1,298.15,uncertainty is too high
R06195,,,8.5,0.1,298.15,uncertainty is too high
R06196,,,8.5,0.1,298.15,uncertainty is too high
R06223,-166.6,43.1,8.5,0.1,298.15,
R06254,-642.9,97.4,8.5,0.1,298.15,
R06255,-666.5,55.5,8.5,0.1,298.15,
R06256,16.4,81.3,8.5,0.1,298.15,
R06257,347.9,62.1,8.5,0.1,298.15,
R06265,,,8.5,0.1,298.15,uncertainty is too high
R06266,,,8.5,0.1,298.15,uncertainty is too high
R06267,,,8.5,0.1,298.15,uncertainty is too high
R06268,,,8.5,0.1,298.15,uncertainty is too high
R06269,,,8.5,0.1,298.15,uncertainty is too high
R06270,,,8.5,0.1,298.15,uncertainty is too high
R06271,,,8.5,0.1,298.15,uncertainty is too high
R06272,,,8.5,0.1,298.15,uncertainty is too high
R06282,,,8.5,0.1,298.15,uncertainty is too high
R06284,,,8.5,0.1,298.15,uncertainty is too high
R06286,,,8.5,0.1,298.15,uncertainty is too high
R06287,,,8.5,0.1,298.15,uncertainty is too high
R06288,,,8.5,0.1,298.15,uncertainty is too high
R06291,,,8.5,0.1,298.15,uncertainty is too high
R06292,,,8.5,0.1,298.15,uncertainty is too high
R06293,,,8.5,0.1,298.15,uncertainty is too high
R06294,,,8.5,0.1,298.15,uncertainty is too high
R06295,,,8.5,0.1,298.15,uncertainty is too high
R06296,,,8.5,0.1,298.15,uncertainty is too high
R06297,,,8.5,0.1,298.15,uncertainty is too high
R06298,,,8.5,0.1,298.15,uncertainty is too high
R06299,,,8.5,0.1,298.15,uncertainty is too high
R06300,,,8.5,0.1,298.15,uncertainty is too high
R06301,,,8.5,0.1,298.15,uncertainty is too high
R06302,,,8.5,0.1,298.15,uncertainty is too high
R06303,,,8.5,0.1,298.15,uncertainty is too high
R06304,,,8.5,0.1,298.15,uncertainty is too high
R06305,,,8.5,0.1,298.15,uncertainty is too high
R06306,,,8.5,0.1,298.15,uncertainty is too high
R06307,,,8.5,0.1,298.15,uncertainty is too high
R06308,,,8.5,0.1,298.15,uncertainty is too high
R06309,,,8.5,0.1,298.15,uncertainty is too high
R06310,,,8.5,0.1,298.15,uncertainty is too high
R06311,,,8.5,0.1,298.15,uncertainty is too high
R06312,,,8.5,0.1,298.15,uncertainty is too high
R06313,,,8.5,0.1,298.15,uncertainty is too high
R06314,,,8.5,0.1,298.15,uncertainty is too high
R06315,,,8.5,0.1,298.15,uncertainty is too high
R06316,,,8.5,0.1,298.15,uncertainty is too high
R06317,,,8.5,0.1,298.15,uncertainty is too high
R06318,,,8.5,0.1,298.15,uncertainty is too high
R06319,,,8.5,0.1,298.15,uncertainty is too high
R06320,,,8.5,0.1,298.15,uncertainty is too high
R06321,1555.0,40.7,8.5,0.1,298.15,
R06322,,,8.5,0.1,298.15,uncertainty is too high
R06323,,,8.5,0.1,298.15,uncertainty is too high
R06324,,,8.5,0.1,298.15,uncertainty is too high
R06325,,,8.5,0.1,298.15,uncertainty is too high
R06326,,,8.5,0.1,298.15,uncertainty is too high
R06327,,,8.5,0.1,298.15,uncertainty is too high
R06328,,,8.5,0.1,298.15,uncertainty is too high
R06329,,,8.5,0.1,298.15,uncertainty is too high
R06330,,,8.5,0.1,298.15,uncertainty is too high
R06331,,,8.5,0.1,298.15,uncertainty is too high
R06332,,,8.5,0.1,298.15,uncertainty is too high
R06333,,,8.5,0.1,298.15,uncertainty is too high
R06334,,,8.5,0.1,298.15,uncertainty is too high
R06335,,,8.5,0.1,298.15,uncertainty is too high
R06336,,,8.5,0.1,298.15,uncertainty is too high
R06337,,,8.5,0.1,298.15,uncertainty is too high
R06338,,,8.5,0.1,298.15,uncertainty is too high
R06339,,,8.5,0.1,298.15,uncertainty is too high
R06340,,,8.5,0.1,298.15,uncertainty is too high
R06341,,,8.5,0.1,298.15,uncertainty is too high
R06342,,,8.5,0.1,298.15,uncertainty is too high
R06343,,,8.5,0.1,298.15,uncertainty is too high
R06344,,,8.5,0.1,298.15,uncertainty is too high
R06345,,,8.5,0.1,298.15,uncertainty is too high
R06346,,,8.5,0.1,298.15,uncertainty is too high
R06347,,,8.5,0.1,298.15,uncertainty is too high
R06348,,,8.5,0.1,298.15,uncertainty is too high
R06349,,,8.5,0.1,298.15,uncertainty is too high
R06350,,,8.5,0.1,298.15,uncertainty is too high
R06351,,,8.5,0.1,298.15,uncertainty is too high
R06352,,,8.5,0.1,298.15,uncertainty is too high
R06353,,,8.5,0.1,298.15,uncertainty is too high
R06354,,,8.5,0.1,298.15,uncertainty is too high
R06355,,,8.5,0.1,298.15,uncertainty is too high
R06356,,,8.5,0.1,298.15,uncertainty is too high
R06357,,,8.5,0.1,298.15,uncertainty is too high
R06358,,,8.5,0.1,298.15,uncertainty is too high
R06359,,,8.5,0.1,298.15,uncertainty is too high
R06361,,,8.5,0.1,298.15,uncertainty is too high
R06363,,,8.5,0.1,298.15,uncertainty is too high
R06364,,,8.5,0.1,298.15,uncertainty is too high
R06365,,,8.5,0.1,298.15,uncertainty is too high
R06366,-54.0,25.5,8.5,0.1,298.15,
R06367,-140.3,25.4,8.5,0.1,298.15,
R06368,-156.4,25.5,8.5,0.1,298.15,
R06369,84.7,44.4,8.5,0.1,298.15,
R06370,,,8.5,0.1,298.15,uncertainty is too high
R06371,-21.7,39.4,8.5,0.1,298.15,
R06372,,,8.5,0.1,298.15,uncertainty is too high
R06373,,,8.5,0.1,298.15,uncertainty is too high
R06374,-74.9,24.7,8.5,0.1,298.15,
R06375,-74.9,24.7,8.5,0.1,298.15,
R06376,-2.2,32.3,8.5,0.1,298.15,
R06377,-2.2,32.3,8.5,0.1,298.15,
R06378,-2.2,32.3,8.5,0.1,298.15,
R06379,-2.2,32.3,8.5,0.1,298.15,
R06380,0.0,32.7,8.5,0.1,298.15,
R06381,0.0,32.7,8.5,0.1,298.15,
R06382,-2.2,32.3,8.5,0.1,298.15,
R06383,-2.2,32.3,8.5,0.1,298.15,
R06384,-2.2,32.3,8.5,0.1,298.15,
R06385,-2.2,32.3,8.5,0.1,298.15,
R06386,-352.1,23.5,8.5,0.1,298.15,
R06387,-352.1,23.5,8.5,0.1,298.15,
R06388,-352.1,23.5,8.5,0.1,298.15,
R06389,-352.1,23.5,8.5,0.1,298.15,
R06390,-55.0,14.1,8.5,0.1,298.15,
R06391,-50.2,14.2,8.5,0.1,298.15,
R06392,-55.0,14.1,8.5,0.1,298.15,
R06393,-50.2,14.2,8.5,0.1,298.15,
R06394,-60.6,11.4,8.5,0.1,298.15,
R06395,-60.6,11.4,8.5,0.1,298.15,
R06396,-140.3,12.7,8.5,0.1,298.15,
R06397,-1348.6,22.9,8.5,0.1,298.15,
R06398,,,8.5,0.1,298.15,uncertainty is too high
R06399,-2.2,32.0,8.5,0.1,298.15,
R06400,-352.1,22.6,8.5,0.1,298.15,
R06401,,,8.5,0.1,298.15,uncertainty is too high
R06402,,,8.5,0.1,298.15,uncertainty is too high
R06403,,,8.5,0.1,298.15,uncertainty is too high
R06404,,,8.5,0.1,298.15,uncertainty is too high
R06405,,,8.5,0.1,298.15,uncertainty is too high
R06406,,,8.5,0.1,298.15,uncertainty is too high
R06407,-54.0,16.5,8.5,0.1,298.15,
R06408,-54.0,16.5,8.5,0.1,298.15,
R06409,-15.9,16.2,8.5,0.1,298.15,
R06410,-15.9,16.2,8.5,0.1,298.15,
R06411,3.3,38.1,8.5,0.1,298.15,
R06412,3.3,38.1,8.5,0.1,298.15,
R06413,10.6,37.8,8.5,0.1,298.15,
R06414,-24.5,38.2,8.5,0.1,298.15,
R06415,-34.1,34.3,8.5,0.1,298.15,
R06417,40.8,27.9,8.5,0.1,298.15,
R06418,-76.5,28.2,8.5,0.1,298.15,
R06419,23.3,28.0,8.5,0.1,298.15,
R06420,23.3,28.0,8.5,0.1,298.15,
R06421,1605.7,18.9,8.5,0.1,298.15,
R06422,,,8.5,0.1,298.15,uncertainty is too high
R06423,25.5,22.6,8.5,0.1,298.15,
R06424,-12.2,3.7,8.5,0.1,298.15,
R06426,26.6,24.5,8.5,0.1,298.15,
R06427,,,8.5,0.1,298.15,uncertainty is too high
R06428,-66.2,6.1,8.5,0.1,298.15,
R06429,10.2,26.6,8.5,0.1,298.15,
R06430,10.2,26.6,8.5,0.1,298.15,
R06432,,,8.5,0.1,298.15,uncertainty is too high
R06433,0.0,25.2,8.5,0.1,298.15,
R06434,1.2,24.0,8.5,0.1,298.15,
