!MiriamID::urn:miriam:kegg.reaction,!dG0_prime (kJ/mol),!sigma[dG0] (kJ/mol),!pH,!I (mM),!T (Kelvin),!Note
R04929,,,7.5,0.1,298.15,uncertainty is too high
R04930,,,7.5,0.1,298.15,uncertainty is too high
R04931,,,7.5,0.1,298.15,uncertainty is too high
R04932,,,7.5,0.1,298.15,uncertainty is too high
R04933,,,7.5,0.1,298.15,uncertainty is too high
R04934,,,7.5,0.1,298.15,uncertainty is too high
R04935,,,7.5,0.1,298.15,uncertainty is too high
R04936,,,7.5,0.1,298.15,uncertainty is too high
R04937,-164.3,3.6,7.5,0.1,298.15,
R04938,-176.0,3.2,7.5,0.1,298.15,
R04939,,,7.5,0.1,298.15,uncertainty is too high
R04940,,,7.5,0.1,298.15,uncertainty is too high
R04941,,,7.5,0.1,298.15,uncertainty is too high
R04942,,,7.5,0.1,298.15,uncertainty is too high
R04943,,,7.5,0.1,298.15,uncertainty is too high
R04944,,,7.5,0.1,298.15,uncertainty is too high
R04945,,,7.5,0.1,298.15,uncertainty is too high
R04946,,,7.5,0.1,298.15,uncertainty is too high
R04947,,,7.5,0.1,298.15,uncertainty is too high
R04948,,,7.5,0.1,298.15,uncertainty is too high
R04949,,,7.5,0.1,298.15,uncertainty is too high
R04950,,,7.5,0.1,298.15,uncertainty is too high
R04951,,,7.5,0.1,298.15,uncertainty is too high
R04952,,,7.5,0.1,298.15,uncertainty is too high
R04953,,,7.5,0.1,298.15,uncertainty is too high
R04954,,,7.5,0.1,298.15,uncertainty is too high
R04955,,,7.5,0.1,298.15,uncertainty is too high
R04956,,,7.5,0.1,298.15,uncertainty is too high
R04957,,,7.5,0.1,298.15,uncertainty is too high
R04958,,,7.5,0.1,298.15,uncertainty is too high
R04959,,,7.5,0.1,298.15,uncertainty is too high
R04960,,,7.5,0.1,298.15,uncertainty is too high
R04961,,,7.5,0.1,298.15,uncertainty is too high
R04962,,,7.5,0.1,298.15,uncertainty is too high
R04963,,,7.5,0.1,298.15,uncertainty is too high
R04964,,,7.5,0.1,298.15,uncertainty is too high
R04965,,,7.5,0.1,298.15,uncertainty is too high
R04966,,,7.5,0.1,298.15,uncertainty is too high
R04967,,,7.5,0.1,298.15,uncertainty is too high
R04968,,,7.5,0.1,298.15,uncertainty is too high
R04969,,,7.5,0.1,298.15,uncertainty is too high
R04970,,,7.5,0.1,298.15,uncertainty is too high
R04971,,,7.5,0.1,298.15,uncertainty is too high
R04972,,,7.5,0.1,298.15,uncertainty is too high
R04973,,,7.5,0.1,298.15,uncertainty is too high
R04975,,,7.5,0.1,298.15,uncertainty is too high
R04977,,,7.5,0.1,298.15,uncertainty is too high
R04978,76.4,123.4,7.5,0.1,298.15,
R04979,,,7.5,0.1,298.15,uncertainty is too high
R04980,-2284.0,42.6,7.5,0.1,298.15,
R04981,,,7.5,0.1,298.15,uncertainty is too high
R04982,-374.9,63.7,7.5,0.1,298.15,
R04983,,,7.5,0.1,298.15,uncertainty is too high
R04984,,,7.5,0.1,298.15,uncertainty is too high
R04985,8.2,23.9,7.5,0.1,298.15,
R04986,-8.2,79.4,7.5,0.1,298.15,
R04987,-440.5,79.9,7.5,0.1,298.15,
R04988,,,7.5,0.1,298.15,uncertainty is too high
R04989,-442.9,82.2,7.5,0.1,298.15,
R04990,,,7.5,0.1,298.15,uncertainty is too high
R04993,,,7.5,0.1,298.15,uncertainty is too high
R04996,-42.6,16.3,7.5,0.1,298.15,
R04998,35.7,13.5,7.5,0.1,298.15,
R04999,,,7.5,0.1,298.15,uncertainty is too high
R05000,-78.1,22.9,7.5,0.1,298.15,
R05001,-204.3,13.0,7.5,0.1,298.15,
R05002,-9.7,59.8,7.5,0.1,298.15,
R05010,,,7.5,0.1,298.15,uncertainty is too high
R05030,-13.8,136.4,7.5,0.1,298.15,
R05032,-16.2,130.6,7.5,0.1,298.15,
R05035,,,7.5,0.1,298.15,uncertainty is too high
R05036,,,7.5,0.1,298.15,uncertainty is too high
R05037,,,7.5,0.1,298.15,uncertainty is too high
R05038,2.8,62.2,7.5,0.1,298.15,
R05039,-460.6,63.1,7.5,0.1,298.15,
R05040,,,7.5,0.1,298.15,uncertainty is too high
R05041,,,7.5,0.1,298.15,uncertainty is too high
R05043,0.0,43.3,7.5,0.1,298.15,
R05044,,,7.5,0.1,298.15,uncertainty is too high
R05045,,,7.5,0.1,298.15,uncertainty is too high
R05046,-32.5,12.6,7.5,0.1,298.15,
R05048,,,7.5,0.1,298.15,uncertainty is too high
R05049,-45.1,9.8,7.5,0.1,298.15,
R05050,-42.5,7.4,7.5,0.1,298.15,
R05051,42.6,5.6,7.5,0.1,298.15,
R05052,-8.5,5.6,7.5,0.1,298.15,
R05053,6.5,8.1,7.5,0.1,298.15,
R05055,-2.6,33.6,7.5,0.1,298.15,
R05056,-53.6,34.6,7.5,0.1,298.15,
R05057,53.6,29.8,7.5,0.1,298.15,
R05058,-75.0,35.2,7.5,0.1,298.15,
R05059,,,7.5,0.1,298.15,uncertainty is too high
R05060,,,7.5,0.1,298.15,uncertainty is too high
R05061,-5.3,16.3,7.5,0.1,298.15,
R05062,,,7.5,0.1,298.15,uncertainty is too high
R05063,25.9,9.2,7.5,0.1,298.15,
R05064,-27.9,30.0,7.5,0.1,298.15,
R05066,20.2,3.9,7.5,0.1,298.15,
R05068,18.7,6.5,7.5,0.1,298.15,
R05069,0.0,6.9,7.5,0.1,298.15,
R05070,-35.6,6.2,7.5,0.1,298.15,
R05071,0.0,6.9,7.5,0.1,298.15,
R05072,,,7.5,0.1,298.15,uncertainty is too high
R05074,,,7.5,0.1,298.15,uncertainty is too high
R05075,,,7.5,0.1,298.15,uncertainty is too high
R05076,-3.3,31.6,7.5,0.1,298.15,
R05077,40.5,6.5,7.5,0.1,298.15,
R05078,3.1,7.9,7.5,0.1,298.15,
R05079,51.2,6.7,7.5,0.1,298.15,
R05080,,,7.5,0.1,298.15,uncertainty is too high
R05081,,,7.5,0.1,298.15,uncertainty is too high
R05083,-21.5,11.7,7.5,0.1,298.15,
R05084,,,7.5,0.1,298.15,uncertainty is too high
R05085,-9.5,5.1,7.5,0.1,298.15,
R05086,-13.7,5.6,7.5,0.1,298.15,
R05087,-18.0,8.2,7.5,0.1,298.15,
R05088,,,7.5,0.1,298.15,uncertainty is too high
R05089,-211.0,38.1,7.5,0.1,298.15,
R05090,-372.5,36.6,7.5,0.1,298.15,
R05092,,,7.5,0.1,298.15,uncertainty is too high
R05097,,,7.5,0.1,298.15,uncertainty is too high
R05098,-89.7,8.9,7.5,0.1,298.15,
R05099,-42.9,6.4,7.5,0.1,298.15,
R05100,-4.2,16.3,7.5,0.1,298.15,
R05102,,,7.5,0.1,298.15,uncertainty is too high
R05105,,,7.5,0.1,298.15,uncertainty is too high
R05106,,,7.5,0.1,298.15,uncertainty is too high
R05107,,,7.5,0.1,298.15,uncertainty is too high
R05108,,,7.5,0.1,298.15,uncertainty is too high
R05109,,,7.5,0.1,298.15,uncertainty is too high
R05110,,,7.5,0.1,298.15,uncertainty is too high
R05111,,,7.5,0.1,298.15,uncertainty is too high
R05112,,,7.5,0.1,298.15,uncertainty is too high
R05113,,,7.5,0.1,298.15,uncertainty is too high
R05114,,,7.5,0.1,298.15,uncertainty is too high
R05115,,,7.5,0.1,298.15,uncertainty is too high
R05116,,,7.5,0.1,298.15,uncertainty is too high
R05117,,,7.5,0.1,298.15,uncertainty is too high
R05118,,,7.5,0.1,298.15,uncertainty is too high
R05119,,,7.5,0.1,298.15,uncertainty is too high
R05120,,,7.5,0.1,298.15,uncertainty is too high
R05121,,,7.5,0.1,298.15,uncertainty is too high
R05122,,,7.5,0.1,298.15,uncertainty is too high
R05123,,,7.5,0.1,298.15,uncertainty is too high
R05124,,,7.5,0.1,298.15,uncertainty is too high
R05125,,,7.5,0.1,298.15,uncertainty is too high
R05126,,,7.5,0.1,298.15,uncertainty is too high
R05127,,,7.5,0.1,298.15,uncertainty is too high
R05128,66.7,43.1,7.5,0.1,298.15,
R05129,-93.6,42.5,7.5,0.1,298.15,
R05130,-64.6,77.8,7.5,0.1,298.15,
R05131,,,7.5,0.1,298.15,uncertainty is too high
R05132,,,7.5,0.1,298.15,uncertainty is too high
R05133,30.7,16.2,7.5,0.1,298.15,
R05134,30.7,12.1,7.5,0.1,298.15,
R05135,,,7.5,0.1,298.15,uncertainty is too high
R05136,-9.9,12.1,7.5,0.1,298.15,
R05137,-74.6,17.5,7.5,0.1,298.15,
R05138,65.4,8.9,7.5,0.1,298.15,
R05140,-218.8,2.7,7.5,0.1,298.15,
R05141,-13.4,35.8,7.5,0.1,298.15,
R05142,-13.4,29.7,7.5,0.1,298.15,
R05144,,,7.5,0.1,298.15,uncertainty is too high
R05145,,,7.5,0.1,298.15,uncertainty is too high
R05146,,,7.5,0.1,298.15,uncertainty is too high
R05147,11.3,5.0,7.5,0.1,298.15,
R05148,-397.3,16.4,7.5,0.1,298.15,
R05149,,,7.5,0.1,298.15,uncertainty is too high
R05150,,,7.5,0.1,298.15,uncertainty is too high
R05151,,,7.5,0.1,298.15,uncertainty is too high
R05152,,,7.5,0.1,298.15,uncertainty is too high
R05153,,,7.5,0.1,298.15,uncertainty is too high
R05154,-439.5,22.2,7.5,0.1,298.15,
R05155,-367.9,16.1,7.5,0.1,298.15,
R05156,,,7.5,0.1,298.15,uncertainty is too high
R05157,-353.5,26.8,7.5,0.1,298.15,
R05158,-439.6,22.2,7.5,0.1,298.15,
R05162,,,7.5,0.1,298.15,uncertainty is too high
R05163,,,7.5,0.1,298.15,uncertainty is too high
R05164,,,7.5,0.1,298.15,uncertainty is too high
R05165,,,7.5,0.1,298.15,uncertainty is too high
R05166,-8.9,17.9,7.5,0.1,298.15,
R05167,,,7.5,0.1,298.15,uncertainty is too high
R05168,-8.1,7.3,7.5,0.1,298.15,
R05169,-29.1,20.4,7.5,0.1,298.15,
R05170,-32.8,21.4,7.5,0.1,298.15,
R05171,-13.0,17.6,7.5,0.1,298.15,
R05172,16.6,14.0,7.5,0.1,298.15,
R05173,,,7.5,0.1,298.15,uncertainty is too high
R05174,,,7.5,0.1,298.15,uncertainty is too high
R05175,,,7.5,0.1,298.15,uncertainty is too high
R05176,0.0,12.9,7.5,0.1,298.15,
R05177,,,7.5,0.1,298.15,uncertainty is too high
R05179,,,7.5,0.1,298.15,uncertainty is too high
R05180,,,7.5,0.1,298.15,uncertainty is too high
R05181,,,7.5,0.1,298.15,uncertainty is too high
R05182,,,7.5,0.1,298.15,uncertainty is too high
R05183,,,7.5,0.1,298.15,uncertainty is too high
R05185,-533.8,48.2,7.5,0.1,298.15,
R05198,,,7.5,0.1,298.15,uncertainty is too high
R05199,,,7.5,0.1,298.15,uncertainty is too high
R05202,31.6,38.9,7.5,0.1,298.15,
R05207,3.4,34.4,7.5,0.1,298.15,
R05209,,,7.5,0.1,298.15,uncertainty is too high
R05210,,,7.5,0.1,298.15,uncertainty is too high
R05211,,,7.5,0.1,298.15,uncertainty is too high
R05212,,,7.5,0.1,298.15,uncertainty is too high
R05213,,,7.5,0.1,298.15,uncertainty is too high
R05214,,,7.5,0.1,298.15,uncertainty is too high
R05215,,,7.5,0.1,298.15,uncertainty is too high
R05216,,,7.5,0.1,298.15,uncertainty is too high
R05217,,,7.5,0.1,298.15,uncertainty is too high
R05218,,,7.5,0.1,298.15,uncertainty is too high
R05219,,,7.5,0.1,298.15,uncertainty is too high
R05220,,,7.5,0.1,298.15,uncertainty is too high
R05221,,,7.5,0.1,298.15,uncertainty is too high
R05222,,,7.5,0.1,298.15,uncertainty is too high
R05223,,,7.5,0.1,298.15,uncertainty is too high
R05224,,,7.5,0.1,298.15,uncertainty is too high
R05225,,,7.5,0.1,298.15,uncertainty is too high
R05226,,,7.5,0.1,298.15,uncertainty is too high
R05227,,,7.5,0.1,298.15,uncertainty is too high
R05228,,,7.5,0.1,298.15,uncertainty is too high
R05229,,,7.5,0.1,298.15,uncertainty is too high
R05230,,,7.5,0.1,298.15,uncertainty is too high
R05231,21.2,6.1,7.5,0.1,298.15,
R05232,20.2,12.7,7.5,0.1,298.15,
R05233,20.2,8.3,7.5,0.1,298.15,
R05234,20.2,8.3,7.5,0.1,298.15,
R05235,-42.6,12.5,7.5,0.1,298.15,
R05236,-41.7,12.3,7.5,0.1,298.15,
R05237,-109.6,8.5,7.5,0.1,298.15,
R05238,-109.6,8.5,7.5,0.1,298.15,
R05239,-101.9,24.5,7.5,0.1,298.15,
R05240,25.0,20.0,7.5,0.1,298.15,
R05241,-101.9,23.6,7.5,0.1,298.15,
R05243,,,7.5,0.1,298.15,uncertainty is too high
R05244,-89.3,23.6,7.5,0.1,298.15,
R05245,-259.4,18.5,7.5,0.1,298.15,
R05246,-261.1,16.3,7.5,0.1,298.15,
R05247,-449.8,16.7,7.5,0.1,298.15,
R05248,-253.7,14.6,7.5,0.1,298.15,
R05249,-440.5,21.6,7.5,0.1,298.15,
R05250,440.5,21.6,7.5,0.1,298.15,
R05251,-156.4,14.4,7.5,0.1,298.15,
R05252,116.1,7.1,7.5,0.1,298.15,
R05255,,,7.5,0.1,298.15,uncertainty is too high
R05256,-253.4,21.0,7.5,0.1,298.15,
R05257,-253.9,18.8,7.5,0.1,298.15,
R05258,,,7.5,0.1,298.15,uncertainty is too high
R05259,,,7.5,0.1,298.15,uncertainty is too high
R05260,,,7.5,0.1,298.15,uncertainty is too high
R05261,-322.9,21.6,7.5,0.1,298.15,
R05262,-323.9,21.6,7.5,0.1,298.15,
R05263,-322.9,23.1,7.5,0.1,298.15,
R05264,-323.9,23.1,7.5,0.1,298.15,
R05265,,,7.5,0.1,298.15,uncertainty is too high
R05266,-392.4,14.4,7.5,0.1,298.15,
R05267,,,7.5,0.1,298.15,uncertainty is too high
R05268,,,7.5,0.1,298.15,uncertainty is too high
R05269,,,7.5,0.1,298.15,uncertainty is too high
R05270,-187.9,43.3,7.5,0.1,298.15,
R05271,,,7.5,0.1,298.15,uncertainty is too high
R05272,,,7.5,0.1,298.15,uncertainty is too high
R05273,495.4,18.2,7.5,0.1,298.15,
R05274,-367.4,16.2,7.5,0.1,298.15,
R05275,24.9,19.3,7.5,0.1,298.15,
R05276,,,7.5,0.1,298.15,uncertainty is too high
R05277,,,7.5,0.1,298.15,uncertainty is too high
R05278,,,7.5,0.1,298.15,uncertainty is too high
R05279,,,7.5,0.1,298.15,uncertainty is too high
R05280,391.6,14.2,7.5,0.1,298.15,
R05281,,,7.5,0.1,298.15,uncertainty is too high
R05282,20.2,11.1,7.5,0.1,298.15,
R05283,20.2,6.0,7.5,0.1,298.15,
R05284,,,7.5,0.1,298.15,uncertainty is too high
R05285,,,7.5,0.1,298.15,uncertainty is too high
R05286,-42.6,6.3,7.5,0.1,298.15,
R05287,,,7.5,0.1,298.15,uncertainty is too high
R05288,-392.4,12.8,7.5,0.1,298.15,
R05289,-41.7,11.1,7.5,0.1,298.15,
R05290,-397.3,16.4,7.5,0.1,298.15,
R05291,-398.3,16.4,7.5,0.1,298.15,
R05292,-35.7,20.1,7.5,0.1,298.15,
R05293,-34.8,20.1,7.5,0.1,298.15,
R05294,,,7.5,0.1,298.15,uncertainty is too high
R05295,-250.1,11.8,7.5,0.1,298.15,
R05296,-45.6,9.2,7.5,0.1,298.15,
R05297,-0.6,5.9,7.5,0.1,298.15,
R05298,-10.7,3.8,7.5,0.1,298.15,
R05299,-315.0,11.9,7.5,0.1,298.15,
R05300,-9.4,11.6,7.5,0.1,298.15,
R05301,,,7.5,0.1,298.15,uncertainty is too high
R05302,,,7.5,0.1,298.15,uncertainty is too high
R05303,,,7.5,0.1,298.15,uncertainty is too high
R05304,,,7.5,0.1,298.15,uncertainty is too high
R05305,17.8,31.3,7.5,0.1,298.15,
R05307,-36.1,42.1,7.5,0.1,298.15,
R05308,-86.2,23.7,7.5,0.1,298.15,
R05309,-35.7,20.1,7.5,0.1,298.15,
R05310,,,7.5,0.1,298.15,uncertainty is too high
R05311,60.3,32.3,7.5,0.1,298.15,
R05312,-72.1,33.6,7.5,0.1,298.15,
R05313,-28.2,19.2,7.5,0.1,298.15,
R05314,-35.7,20.1,7.5,0.1,298.15,
R05315,3.5,29.1,7.5,0.1,298.15,
R05316,10.9,32.5,7.5,0.1,298.15,
R05317,-88.7,12.8,7.5,0.1,298.15,
R05318,,,7.5,0.1,298.15,uncertainty is too high
R05320,,,7.5,0.1,298.15,uncertainty is too high
R05321,-393.9,39.1,7.5,0.1,298.15,
R05322,-393.9,39.1,7.5,0.1,298.15,
R05323,,,7.5,0.1,298.15,uncertainty is too high
R05324,-63.1,13.7,7.5,0.1,298.15,
R05325,,,7.5,0.1,298.15,uncertainty is too high
R05326,8.2,11.7,7.5,0.1,298.15,
R05328,-3.0,5.2,7.5,0.1,298.15,
R05329,,,7.5,0.1,298.15,uncertainty is too high
R05330,26.5,41.4,7.5,0.1,298.15,
R05331,-97.8,40.7,7.5,0.1,298.15,
R05332,-21.3,7.7,7.5,0.1,298.15,
R05333,,,7.5,0.1,298.15,uncertainty is too high
R05334,-93.2,17.8,7.5,0.1,298.15,
R05335,5.8,15.6,7.5,0.1,298.15,
R05336,-22.3,3.7,7.5,0.1,298.15,
R05337,-0.0,31.2,7.5,0.1,298.15,
R05338,-26.4,3.3,7.5,0.1,298.15,
R05339,-14.2,3.3,7.5,0.1,298.15,
R05341,-207.7,85.1,7.5,0.1,298.15,
R05344,-475.2,9.6,7.5,0.1,298.15,
R05345,-233.8,87.0,7.5,0.1,298.15,
R05346,,,7.5,0.1,298.15,uncertainty is too high
R05347,20.2,11.1,7.5,0.1,298.15,
R05348,20.2,11.1,7.5,0.1,298.15,
R05349,3.5,49.9,7.5,0.1,298.15,
R05350,4.5,49.9,7.5,0.1,298.15,
R05351,-43.5,7.4,7.5,0.1,298.15,
R05352,17.7,10.4,7.5,0.1,298.15,
R05353,-43.9,9.6,7.5,0.1,298.15,
R05354,-28.2,20.6,7.5,0.1,298.15,
R05355,,,7.5,0.1,298.15,uncertainty is too high
R05356,6.6,10.2,7.5,0.1,298.15,
R05357,-58.0,29.4,7.5,0.1,298.15,
R05358,,,7.5,0.1,298.15,uncertainty is too high
R05359,-59.3,14.5,7.5,0.1,298.15,
R05360,-48.3,18.3,7.5,0.1,298.15,
R05361,-62.3,16.8,7.5,0.1,298.15,
R05362,-54.9,13.0,7.5,0.1,298.15,
R05363,,,7.5,0.1,298.15,uncertainty is too high
R05364,-54.9,11.0,7.5,0.1,298.15,
R05365,-52.8,18.2,7.5,0.1,298.15,
R05366,-67.3,11.3,7.5,0.1,298.15,
R05367,,,7.5,0.1,298.15,uncertainty is too high
R05368,,,7.5,0.1,298.15,uncertainty is too high
R05369,,,7.5,0.1,298.15,uncertainty is too high
R05370,,,7.5,0.1,298.15,uncertainty is too high
R05371,,,7.5,0.1,298.15,uncertainty is too high
R05372,,,7.5,0.1,298.15,uncertainty is too high
R05373,-25.2,7.0,7.5,0.1,298.15,
R05374,-15.8,10.0,7.5,0.1,298.15,
R05375,-7.0,12.1,7.5,0.1,298.15,
R05376,17.1,15.4,7.5,0.1,298.15,
R05377,-11.9,14.3,7.5,0.1,298.15,
R05378,-2.1,8.7,7.5,0.1,298.15,
R05379,,,7.5,0.1,298.15,uncertainty is too high
R05380,,,7.5,0.1,298.15,uncertainty is too high
R05381,16.5,8.9,7.5,0.1,298.15,
R05382,-37.5,16.6,7.5,0.1,298.15,
R05383,,,7.5,0.1,298.15,uncertainty is too high
R05384,,,7.5,0.1,298.15,uncertainty is too high
R05385,,,7.5,0.1,298.15,uncertainty is too high
R05386,,,7.5,0.1,298.15,uncertainty is too high
R05387,,,7.5,0.1,298.15,uncertainty is too high
R05388,,,7.5,0.1,298.15,uncertainty is too high
R05389,0.0,9.1,7.5,0.1,298.15,
R05390,,,7.5,0.1,298.15,uncertainty is too high
R05391,,,7.5,0.1,298.15,uncertainty is too high
R05392,,,7.5,0.1,298.15,uncertainty is too high
R05393,,,7.5,0.1,298.15,uncertainty is too high
R05394,,,7.5,0.1,298.15,uncertainty is too high
R05395,,,7.5,0.1,298.15,uncertainty is too high
R05396,,,7.5,0.1,298.15,uncertainty is too high
R05397,,,7.5,0.1,298.15,uncertainty is too high
R05398,0.6,16.2,7.5,0.1,298.15,
R05399,,,7.5,0.1,298.15,uncertainty is too high
R05400,,,7.5,0.1,298.15,uncertainty is too high
R05401,,,7.5,0.1,298.15,uncertainty is too high
R05402,,,7.5,0.1,298.15,uncertainty is too high
R05403,,,7.5,0.1,298.15,uncertainty is too high
R05404,-257.4,14.9,7.5,0.1,298.15,
R05405,-250.9,12.1,7.5,0.1,298.15,
R05406,,,7.5,0.1,298.15,uncertainty is too high
R05407,,,7.5,0.1,298.15,uncertainty is too high
R05408,,,7.5,0.1,298.15,uncertainty is too high
R05409,,,7.5,0.1,298.15,uncertainty is too high
R05410,-270.1,48.9,7.5,0.1,298.15,
R05411,-263.9,24.5,7.5,0.1,298.15,
R05412,-343.8,47.0,7.5,0.1,298.15,
R05413,,,7.5,0.1,298.15,uncertainty is too high
R05414,-428.2,26.3,7.5,0.1,298.15,
R05415,-259.4,24.4,7.5,0.1,298.15,
R05416,-257.4,12.1,7.5,0.1,298.15,
R05417,-396.6,17.4,7.5,0.1,298.15,
R05418,,,7.5,0.1,298.15,uncertainty is too high
R05419,-595.7,13.2,7.5,0.1,298.15,
R05420,,,7.5,0.1,298.15,uncertainty is too high
R05421,,,7.5,0.1,298.15,uncertainty is too high
R05422,-405.6,50.4,7.5,0.1,298.15,
R05423,-326.2,57.9,7.5,0.1,298.15,
R05424,-5.2,11.0,7.5,0.1,298.15,
R05425,-394.5,11.9,7.5,0.1,298.15,
R05426,-436.5,12.2,7.5,0.1,298.15,
R05427,-330.6,11.9,7.5,0.1,298.15,
R05428,-397.3,16.4,7.5,0.1,298.15,
R05429,,,7.5,0.1,298.15,uncertainty is too high
R05430,-393.4,30.3,7.5,0.1,298.15,
R05431,-491.0,38.7,7.5,0.1,298.15,
R05432,-395.4,30.3,7.5,0.1,298.15,
R05433,-493.0,38.7,7.5,0.1,298.15,
R05434,,,7.5,0.1,298.15,uncertainty is too high
R05435,-393.2,58.1,7.5,0.1,298.15,
R05436,-395.1,58.1,7.5,0.1,298.15,
R05437,-393.4,30.3,7.5,0.1,298.15,
R05438,-395.4,30.3,7.5,0.1,298.15,
R05439,,,7.5,0.1,298.15,uncertainty is too high
R05440,-396.6,15.9,7.5,0.1,298.15,
R05441,-440.6,14.3,7.5,0.1,298.15,
R05442,-392.4,12.8,7.5,0.1,298.15,
R05443,-392.4,12.8,7.5,0.1,298.15,
R05444,-433.4,11.0,7.5,0.1,298.15,
R05445,,,7.5,0.1,298.15,uncertainty is too high
R05446,,,7.5,0.1,298.15,uncertainty is too high
R05447,,,7.5,0.1,298.15,uncertainty is too high
R05448,,,7.5,0.1,298.15,uncertainty is too high
R05449,,,7.5,0.1,298.15,uncertainty is too high
R05450,-439.5,14.3,7.5,0.1,298.15,
R05451,14.1,7.0,7.5,0.1,298.15,
R05452,-11.3,11.1,7.5,0.1,298.15,
R05453,-35.1,10.8,7.5,0.1,298.15,
R05454,,,7.5,0.1,298.15,uncertainty is too high
R05455,,,7.5,0.1,298.15,uncertainty is too high
R05456,,,7.5,0.1,298.15,uncertainty is too high
R05459,,,7.5,0.1,298.15,uncertainty is too high
R05462,,,7.5,0.1,298.15,uncertainty is too high
R05463,-440.3,94.9,7.5,0.1,298.15,
R05465,-123.2,11.7,7.5,0.1,298.15,
R05466,-449.1,34.2,7.5,0.1,298.15,
R05467,-2.0,25.1,7.5,0.1,298.15,
R05468,-595.8,16.4,7.5,0.1,298.15,
R05469,-523.6,30.6,7.5,0.1,298.15,
R05470,-274.2,33.6,7.5,0.1,298.15,
R05471,-21.2,33.6,7.5,0.1,298.15,
R05472,-34.8,11.6,7.5,0.1,298.15,
R05473,-633.2,10.5,7.5,0.1,298.15,
R05474,17.6,9.6,7.5,0.1,298.15,
R05475,-426.1,20.6,7.5,0.1,298.15,
R05476,,,7.5,0.1,298.15,uncertainty is too high
R05477,,,7.5,0.1,298.15,uncertainty is too high
R05478,-4.0,15.4,7.5,0.1,298.15,
R05479,160.5,14.6,7.5,0.1,298.15,
R05480,274.6,10.2,7.5,0.1,298.15,
R05481,156.4,14.4,7.5,0.1,298.15,
R05482,-164.3,18.6,7.5,0.1,298.15,
R05483,,,7.5,0.1,298.15,uncertainty is too high
R05484,,,7.5,0.1,298.15,uncertainty is too high
R05485,,,7.5,0.1,298.15,uncertainty is too high
R05486,,,7.5,0.1,298.15,uncertainty is too high
R05487,-441.1,7.9,7.5,0.1,298.15,
R05488,-361.8,15.0,7.5,0.1,298.15,
R05489,,,7.5,0.1,298.15,uncertainty is too high
R05490,,,7.5,0.1,298.15,uncertainty is too high
R05491,,,7.5,0.1,298.15,uncertainty is too high
R05492,,,7.5,0.1,298.15,uncertainty is too high
R05493,-319.2,13.3,7.5,0.1,298.15,
R05495,-7.3,10.4,7.5,0.1,298.15,
R05496,,,7.5,0.1,298.15,uncertainty is too high
R05497,,,7.5,0.1,298.15,uncertainty is too high
R05498,,,7.5,0.1,298.15,uncertainty is too high
R05499,,,7.5,0.1,298.15,uncertainty is too high
R05500,,,7.5,0.1,298.15,uncertainty is too high
R05501,,,7.5,0.1,298.15,uncertainty is too high
R05502,,,7.5,0.1,298.15,uncertainty is too high
R05503,,,7.5,0.1,298.15,uncertainty is too high
R05504,,,7.5,0.1,298.15,uncertainty is too high
R05505,,,7.5,0.1,298.15,uncertainty is too high
R05506,-32.6,33.2,7.5,0.1,298.15,
R05507,-0.1,6.4,7.5,0.1,298.15,
R05508,3.4,30.0,7.5,0.1,298.15,
R05509,-5.0,6.6,7.5,0.1,298.15,
R05510,27.6,11.9,7.5,0.1,298.15,
R05511,,,7.5,0.1,298.15,uncertainty is too high
R05512,,,7.5,0.1,298.15,uncertainty is too high
R05515,-20.1,54.0,7.5,0.1,298.15,
R05516,0.6,21.3,7.5,0.1,298.15,
R05518,-57.4,6.1,7.5,0.1,298.15,
R05519,,,7.5,0.1,298.15,uncertainty is too high
R05520,,,7.5,0.1,298.15,uncertainty is too high
R05521,-339.8,65.5,7.5,0.1,298.15,
R05522,-339.8,63.9,7.5,0.1,298.15,
R05526,-4.5,26.6,7.5,0.1,298.15,
R05527,0.0,25.2,7.5,0.1,298.15,
R05530,16.9,51.1,7.5,0.1,298.15,
R05531,-20.3,69.8,7.5,0.1,298.15,
R05532,,,7.5,0.1,298.15,uncertainty is too high
R05533,,,7.5,0.1,298.15,uncertainty is too high
R05534,,,7.5,0.1,298.15,uncertainty is too high
R05535,,,7.5,0.1,298.15,uncertainty is too high
R05536,,,7.5,0.1,298.15,uncertainty is too high
R05537,-309.3,12.1,7.5,0.1,298.15,
R05538,9.6,38.9,7.5,0.1,298.15,
R05539,590.4,14.7,7.5,0.1,298.15,
R05540,553.1,40.4,7.5,0.1,298.15,
R05541,-424.8,55.2,7.5,0.1,298.15,
R05542,-424.8,55.2,7.5,0.1,298.15,
R05543,-113.7,60.1,7.5,0.1,298.15,
R05544,89.8,40.7,7.5,0.1,298.15,
R05545,-122.9,44.5,7.5,0.1,298.15,
R05546,75.2,40.2,7.5,0.1,298.15,
R05547,30.1,43.8,7.5,0.1,298.15,
R05548,,,7.5,0.1,298.15,uncertainty is too high
R05549,12.2,9.9,7.5,0.1,298.15,
R05551,12.4,7.2,7.5,0.1,298.15,
R05552,-4.9,5.8,7.5,0.1,298.15,
R05553,-61.8,14.3,7.5,0.1,298.15,
R05554,-34.6,10.3,7.5,0.1,298.15,
R05555,-75.1,29.7,7.5,0.1,298.15,
R05558,,,7.5,0.1,298.15,uncertainty is too high
R05559,,,7.5,0.1,298.15,uncertainty is too high
